STATION               STATION_NAME                         ELEVATI LATITU LONGIT DATE PRCP   TMAX   TMIN
-----------------     -------------------------------------------- ------ ------ ----------- ------ ----
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.08   11     -3
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.09   16     11
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.21   11     -5
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.09   19      0
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   21    -20
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0    6    -20
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   -2    -23
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   -7    -22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.21   19    -22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.04   34     19
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   34     27
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   30      7
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   23      3
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.04   31     22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   31     26
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   27     20
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   21     -6
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   -3    -24
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   -2    -24
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0    9     -3
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0    4     -8
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0    4    -20
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0  -15    -27
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.07   12    -22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   24     -6
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0    5    -13
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0    3     -9
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   14     -5
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.08   25     14
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   27     22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.14   27     22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.17   31     22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.04   33     27
